Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;74;99.1917;103.571;71.9326;721;585;256;231;159;138;101;99;86;75;49;48;33;31;0;0;0;0;0;68.3715;62;10.2567;12.0751;0;0;0;0;0;0;0;0;12;0;586;305;2941;0;0;548;263;3033;0;0;432;78;3334;0;0;67;0;3777
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;75;90.7203;95.6852;65.9285;761;682;348;322;244;196;176;146;144;118;116;115;89;55;34;33;32;31;31;69.5606;67;9.8842;10.2106;0;0;0;0;0;0;0;0;141;0;1060;346;2297;120;0;1258;304;2162;39;0;1301;88;2416;0;0;271;27;3546
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;76;103.638;107.035;88.2427;938;854;745;704;660;614;579;506;484;459;416;387;364;364;364;361;351;324;323;68.7466;60;15.5835;17.8709;9;5;4;1;1;1;0;0;1310;0;1045;561;928;1305;0;1057;588;894;1011;0;1404;534;895;826;0;1448;558;1012
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;77;114.456;119.686;98.205;962;937;829;797;762;735;693;675;664;620;596;575;562;508;481;438;379;354;285;73.5648;60;11.9614;18.0866;5;5;3;1;1;1;306;0;1502;0;1051;271;1020;1483;0;1057;170;1134;1361;0;1298;87;1098;1605;0;1940;51;248
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;78;83.2552;92.1563;63.955;887;853;810;759;720;700;669;657;646;625;574;542;503;399;396;369;356;339;332;78.0156;80;9.3988;9.60606;5;3;0;1;1;0;759;0;621;0;266;807;2150;544;0;252;1045;2003;441;0;316;705;2382;601;0;719;321;2203
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;79;103.13;109.5;81.6311;944;932;882;844;791;768;751;738;708;623;609;599;571;552;470;470;424;411;362;73.1764;60;10.6892;16.9682;7;5;2;0;0;0;543;0;1039;0;871;650;1284;1049;0;1075;543;1177;828;0;1482;252;1282;633;0;2378;247;586
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;80;108.877;114.074;88.3634;1049;1027;991;969;944;909;901;884;871;842;780;774;762;737;722;665;656;601;565;71.0151;60;16.5365;19.8701;24;16;8;0;0;0;662;0;2186;0;816;424;418;2106;0;1050;265;423;2052;0;1089;161;542;2087;0;1141;468;148
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;81;98.2724;104.421;77.4011;1083;1060;1018;1003;990;958;897;881;843;820;750;728;678;654;620;576;534;510;417;72.2102;60;17.3256;21.1968;20;11;4;1;1;1;760;35;2075;0;585;458;726;2367;0;490;441;546;1994;0;746;466;638;1565;0;264;559;1456
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;82;93.3343;100.809;78.551;967;926;767;685;584;524;471;447;427;399;351;301;294;248;170;169;156;143;112;75.0208;60;16.348;22.2023;4;3;3;0;0;0;372;1656;1073;0;737;576;1458;1049;0;908;684;1203;669;0;1293;514;1368;760;0;1495;178;1411
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;83;81.2492;91.6371;65.1046;1030;948;890;844;758;702;604;577;541;508;477;368;358;280;252;174;119;113;65;80.2219;90;14.0955;17.1558;14;7;2;0;0;0;6;337;1332;0;149;1098;1265;1364;0;137;1320;1023;1254;0;187;977;1426;774;0;218;605;2247
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;84;75.3658;85.64;56.3871;886;758;658;635;524;474;440;427;402;397;337;291;273;253;234;192;137;135;131;79.8463;90;13.747;17.0911;3;2;2;0;0;0;0;0;343;0;154;1185;2162;340;0;199;1864;1441;249;0;252;1593;1750;242;0;29;691;2882
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;85;122.601;124.809;110.881;991;939;799;758;583;507;468;444;412;398;366;352;347;308;307;267;259;255;208;72.2529;60;29.9615;32.3707;4;4;3;1;1;1;0;0;1734;0;1001;229;880;1589;0;1268;239;748;1734;0;1231;67;812;2015;0;857;161;811
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;86;123.669;126.098;112.222;1012;962;891;861;811;800;759;724;706;689;641;596;577;574;519;490;415;397;386;69.4943;60;29.517;31.0067;23;11;3;2;2;2;0;0;2397;0;972;99;376;2305;0;1242;95;202;2311;0;1353;96;84;3051;0;649;84;60
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;87;146.223;150.702;131.981;974;947;883;809;782;768;730;722;687;634;586;583;560;554;505;487;482;475;472;72.8002;60;21.812;25.2913;17;11;6;6;5;3;64;0;2731;0;717;112;284;2635;0;1018;52;139;2413;0;1270;40;121;3084;0;514;92;154
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;88;87.4365;92.9873;67.982;883;800;733;693;673;619;574;533;504;487;483;458;404;315;250;194;176;171;140;72.2336;64;9.60097;12.6487;5;3;1;0;0;0;935;0;550;0;451;734;2109;239;0;823;758;2024;180;0;917;577;2170;265;0;1373;146;2060
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;89;108.656;114.332;90.1995;1015;979;939;883;809;788;723;690;633;625;601;508;472;468;416;416;316;305;289;73.4126;60;10.7687;17.202;10;6;4;4;3;2;421;0;1434;0;648;813;949;1374;0;919;515;1036;1244;0;1321;302;977;1847;0;1529;219;249
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;90;97.5107;104.021;78.0008;1006;972;870;835;788;762;751;738;693;667;613;604;578;574;480;447;420;384;354;74.3119;60;13.1096;19.4099;16;9;2;2;2;2;468;0;1737;0;334;605;1168;1684;0;317;533;1310;1535;0;370;335;1604;1142;0;724;856;1122
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;91;99.2157;105.272;80.4313;1130;1102;1083;1079;1066;1035;1000;984;972;950;900;877;822;798;713;687;637;432;328;73.3871;60;11.6613;17.7552;28;15;4;2;2;2;543;0;3053;0;106;313;372;3413;0;51;26;354;3234;0;121;164;325;2028;0;408;425;983
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;92;64.8356;78.7573;49.7901;954;896;772;715;639;616;539;510;468;448;387;346;342;287;212;210;170;148;126;86.9352;90;12.1366;12.5177;3;2;1;0;0;0;533;34;323;0;75;1654;1792;242;0;124;2462;1016;96;0;192;2190;1366;0;0;4;1019;2821
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;93;97.8515;102.409;79.2534;898;807;728;677;634;588;561;520;441;425;378;332;309;237;213;203;199;179;168;69.2976;60;13.7106;16.5665;3;2;1;0;0;0;388;1345;868;0;618;757;1601;561;0;916;698;1669;141;0;1213;430;2060;0;0;1048;304;2492
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;94;91.4334;96.065;73.6855;957;824;707;688;623;588;550;514;480;413;374;326;325;322;305;298;278;270;262;70.1956;60;14.3525;17.6061;6;4;3;0;0;0;0;1651;761;0;561;1169;1353;576;0;739;1211;1318;273;0;937;965;1669;167;0;783;634;2260
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;95;113.749;117.852;98.1699;979;891;669;608;565;540;485;480;414;374;370;284;268;258;250;248;225;225;200;74.5624;60;29.4968;32.8965;4;4;1;0;0;0;0;1618;1372;0;594;793;1085;1264;0;674;508;1398;1128;0;796;248;1672;1144;0;1072;242;1386
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;96;100.707;104.902;83.4732;875;816;725;710;586;520;503;452;433;399;340;314;286;278;273;259;256;250;174;68.9683;60;14.2331;16.8236;8;6;2;0;0;0;0;1150;1016;0;577;738;1513;604;0;722;703;1815;689;0;634;598;1923;808;0;969;440;1627
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;97;95.2495;100.095;77.5851;895;825;761;725;651;585;574;569;505;461;455;447;438;436;420;334;315;256;248;70.0996;60;12.8727;16.3626;3;3;2;0;0;0;455;347;1215;0;630;794;1205;995;0;894;761;1194;653;0;1170;588;1433;744;0;513;897;1690
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;98;92.9105;97.0963;75.9037;911;841;760;706;652;620;568;551;521;516;506;494;484;463;421;368;349;325;293;70.4977;64;10.0442;11.9632;4;4;3;0;0;0;1;0;1125;0;546;1151;1022;970;0;814;546;1514;676;0;1092;550;1526;87;0;755;1299;1703
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;99;103.683;109.413;87.4716;996;982;898;868;825;803;761;722;680;634;591;559;555;517;453;442;437;426;417;74.9253;80;16.0308;16.815;14;9;4;0;0;0;643;0;1524;0;584;793;943;1403;0;1056;477;908;1274;0;1462;377;731;993;0;1169;1171;511
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;0;102.106;107.418;85.1335;990;925;856;834;819;808;747;718;708;685;654;640;591;579;557;548;507;453;431;72.2581;60;19.4533;22.894;18;12;5;0;0;0;110;1468;1405;8;835;377;1219;1079;2;983;306;1474;913;0;1085;196;1650;485;0;1540;142;1677
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;1;108.759;113.829;94.0591;965;913;829;777;770;734;707;647;626;597;584;569;554;541;533;516;493;491;478;71.4243;60;20.7801;23.7141;11;7;5;0;0;0;401;1650;1050;78;1460;382;874;730;43;1867;335;869;630;62;1851;264;1037;484;5;2180;385;790
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;2;81.0377;93.4792;62.8189;1027;969;852;775;702;630;603;581;497;488;466;446;408;382;316;249;239;132;131;81.9886;60;16.1076;27.2594;1;1;1;0;0;0;0;1035;247;22;569;1212;1794;146;16;605;1218;1859;106;7;575;866;2290;197;132;397;1507;1611
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;3;75.3085;90.4108;53.7698;826;683;488;401;332;221;192;188;173;165;140;125;125;98;90;90;90;90;62;84.9696;88;7.97657;8.53297;1;1;1;0;0;0;0;5;9;56;3;337;3439;2;107;50;335;3350;0;47;6;133;3658;0;158;16;179;3491
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;4;88.211;100.52;68.8819;906;863;781;736;728;693;667;660;649;640;616;555;523;497;453;440;428;377;327;81.3176;60;15.1684;26.1656;6;4;2;0;0;0;0;793;451;472;242;1176;1503;451;554;318;1069;1452;448;684;336;756;1620;715;1069;43;1090;927
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;5;108.282;111.579;88.8801;1118;1097;1071;1045;1005;959;907;893;855;825;785;763;731;705;641;579;521;515;439;66.8962;60;15.4066;16.8416;28;13;6;2;2;2;1138;145;2176;148;319;223;978;2002;27;642;214;959;1975;0;1002;187;680;998;0;1623;0;1223
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;6;89.4982;95.9883;70.0026;1078;1050;1009;977;926;899;879;862;832;799;768;741;678;638;608;577;571;513;461;73.2791;60;18.48;22.7573;20;12;2;0;0;0;916;0;1154;14;129;765;1782;1039;3;237;748;1817;892;23;362;600;1967;540;22;469;1070;1743
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;7;89.1387;98.7529;70.3247;929;844;744;669;604;567;522;505;466;459;440;431;418;376;361;344;334;272;243;78.0479;60;15.0193;23.1919;5;3;1;0;0;0;45;0;511;232;339;736;2026;391;160;300;689;2304;165;133;438;420;2688;0;151;153;745;2795
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;8;74.1881;86.1085;56.2323;1038;1001;949;887;874;825;808;783;777;771;712;704;677;598;564;546;516;487;472;82.8491;87;13.8512;14.5404;8;6;4;0;0;0;333;0;358;45;63;1639;1739;273;29;78;1851;1613;128;29;117;1617;1953;0;13;3;1951;1877
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;9;81.4196;95.2261;57.8254;963;898;590;509;481;449;444;439;424;419;395;375;372;326;312;291;230;185;118;82.6038;87;9.54188;10.5061;4;4;1;0;0;0;9;0;92;254;52;727;2719;23;23;39;780;2979;13;16;34;659;3122;0;40;209;944;2651
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;10;103.879;107.683;87.1165;1068;1044;1034;1016;981;976;966;957;935;919;874;858;823;818;799;777;750;735;694;70.5687;60;22.4946;24.6141;41;19;5;8;6;3;819;81;2489;15;328;132;880;2600;10;332;36;866;2674;0;312;8;850;2229;0;830;0;785
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;11;89.3671;97.2073;72.5687;1073;1046;1023;998;987;952;891;883;878;870;855;813;788;733;693;678;621;617;564;76.725;60;21.7677;27.3429;34;15;7;2;2;2;404;0;1729;14;128;802;1171;1894;0;199;871;880;1734;0;137;886;1087;1123;0;355;625;1741
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;12;65.558;84.0559;48.9446;756;629;515;405;331;318;306;296;272;264;254;231;212;212;163;159;98;97;95;92.2138;95;9.79541;10.184;0;0;0;0;0;0;0;0;0;0;0;1002;2842;0;0;0;1009;2835;0;0;0;871;2973;0;0;0;1232;2612
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;13;71.6873;89.5377;53.4079;848;671;316;160;136;133;129;121;62;56;50;49;47;47;47;33;32;31;29;89.7404;95;6.20617;8.13556;0;0;0;0;0;0;0;0;0;0;0;194;3650;0;0;0;88;3756;0;0;0;8;3836;0;0;0;0;3844
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;14;82.4873;98.0125;63.546;870;796;695;607;580;546;456;445;436;433;412;412;403;399;389;368;326;316;298;85.4633;95;13.7294;16.7173;3;3;0;0;0;0;0;206;250;422;100;602;2470;164;612;110;475;2483;196;1061;21;243;2323;2;1302;44;74;2422
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;15;102.435;107.17;85.0572;1024;991;966;931;912;877;852;810;795;783;762;745;669;654;630;594;594;546;532;70.8598;60;18.0552;20.9734;34;17;6;2;2;2;1176;855;2272;36;288;500;748;2364;18;310;457;695;2490;0;327;428;599;2036;14;761;401;632
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;16;96.0455;101.73;74.8286;1120;1099;1077;1071;1053;1031;1006;977;956;910;854;835;819;761;729;696;657;636;491;71.1938;60;18.1608;21.3343;41;19;7;1;1;1;418;0;2425;0;15;262;1142;2127;0;25;214;1478;2221;0;4;200;1419;1583;0;35;0;2226
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;17;99.8582;107.148;82.6485;1014;980;909;897;873;862;813;802;768;749;726;688;675;660;612;595;586;582;534;75.2294;60;21.3239;26.096;14;9;5;6;4;3;528;0;1411;39;195;763;1436;1517;4;225;671;1427;1465;27;271;648;1433;1340;22;243;672;1567
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;18;88.6288;100.537;67.9238;969;918;841;790;762;729;680;653;632;569;555;539;481;479;473;465;462;406;369;80.2914;60;14.5589;24.9762;10;6;4;0;0;0;924;0;699;127;367;785;1866;480;79;591;698;1996;295;121;726;451;2251;185;351;483;941;1884
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;19;102.836;110.418;81.8897;1006;949;810;795;753;714;704;699;694;668;588;564;554;545;536;530;458;443;424;74.2417;60;16.3144;21.5956;21;10;3;0;0;0;867;0;1670;228;381;211;1354;1700;49;533;131;1431;1536;25;636;112;1535;1051;100;1460;0;1233
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;20;100.716;108.026;82.6686;1058;1047;1015;1012;999;987;937;931;918;909;894;878;837;808;786;753;722;698;680;75.5976;60;15.9213;22.0923;41;19;5;3;2;1;997;0;2215;12;336;180;1101;2263;28;338;148;1067;2413;82;327;86;936;1834;0;949;27;1034
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;21;104.704;110.548;86.1805;1096;1093;1074;1074;1055;1035;993;985;975;961;934;913;905;905;887;869;849;834;798;72.3369;60;16.9283;20.9477;48;21;8;5;5;4;645;0;2505;41;144;210;944;2670;0;186;122;866;2620;0;211;68;945;2844;0;124;1;875
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;22;105.674;119.176;88.6376;931;823;644;563;504;481;458;430;425;402;333;333;328;287;261;247;245;236;235;85.294;95;29.0763;30.654;11;6;3;3;3;1;0;0;938;70;208;475;2153;845;39;330;503;2127;704;101;544;360;2135;659;133;780;323;1949
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;23;73.0068;90.4922;54.5031;885;696;487;320;130;128;120;79;62;40;13;7;7;7;7;7;7;7;7;89.4396;88;5.45192;5.63884;0;0;0;0;0;0;0;0;0;3;0;128;3713;0;0;0;28;3816;0;57;0;0;3787;0;0;0;0;3844
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;24;79.2594;93.5364;58.3832;818;680;428;295;184;127;113;95;87;83;76;76;76;76;53;43;23;23;0;83.2432;95;12.4444;17.1208;1;1;1;0;0;0;0;0;132;81;11;69;3551;41;126;23;12;3642;64;185;11;0;3584;0;421;0;215;3208
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;25;103.792;112.235;85.954;1028;982;917;856;821;783;733;726;686;670;655;607;542;534;480;475;401;384;355;75.9696;60;17.0676;23.2467;17;9;4;4;2;1;216;975;1725;338;246;355;1180;1692;359;457;285;1051;1617;308;748;213;958;1439;578;739;305;783
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;26;103.461;107.899;86.0479;1100;1078;1058;1049;1015;988;956;924;898;881;821;790;778;714;659;655;623;611;558;70.6186;60;14.932;18.3235;40;16;5;6;6;2;1236;134;2925;46;183;17;673;3357;2;213;0;272;3335;0;208;0;301;3469;0;83;0;292
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;27;114.316;119.049;98.1948;1042;1030;1003;958;921;914;876;841;817;802;754;746;727;689;642;630;625;623;591;70.781;60;19.0182;21.8621;20;11;4;6;4;2;756;0;2303;2;226;587;726;2206;3;289;522;824;2253;15;192;475;909;2044;0;344;614;842
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;28;89.8494;98.6589;70.2526;1051;1022;965;930;916;902;878;864;830;803;760;754;722;679;664;649;630;591;580;76.7562;60;17.2266;23.9679;21;12;5;0;0;0;1038;0;1395;82;98;516;1753;1055;137;91;403;2158;876;118;123;295;2432;582;164;284;656;2158
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;29;105.807;111.852;86.6103;1080;1064;1061;1036;1022;1002;948;921;899;864;844;813;792;762;673;647;597;552;522;73.3028;60;18.2901;22.562;32;14;7;3;3;1;710;0;3141;34;33;69;567;3269;3;14;0;558;3174;0;47;0;623;2194;0;0;0;1650
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;30;98.7724;104.515;83.1941;1031;1008;971;957;921;917;890;860;848;829;801;767;748;711;695;691;677;663;622;74.1275;60;20.7368;25.0401;29;17;5;1;1;1;971;0;1709;86;405;772;872;1753;3;497;666;925;1779;0;510;587;968;1019;0;584;251;1990
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;31;105.786;111.265;87.1475;1059;1030;989;968;936;890;873;862;843;832;799;796;750;741;696;684;651;604;573;71.4813;60;19.7817;22.7314;36;14;6;5;4;3;838;0;2344;78;148;156;1118;2455;23;134;44;1188;2470;5;252;17;1100;2494;45;346;129;830
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\3\01.bmp;32;117.356;122.91;99.0939;1064;1036;996;975;953;913;864;850;831;809;782;772;760;728;686;672;637;631;591;70.5499;60;20.1208;22.3246;24;13;5;1;1;1;389;0;1949;90;485;373;947;1715;29;745;415;940;1488;2;1065;323;966;1208;0;1469;151;1016
